,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1065,1066,surfboard in a living room,surfboard,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1066,1067,teddy bear on a street at night,teddy bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1067,1068,tennis racket on a street at night,tennis racket,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1068,1069,tie in the mountains,tie,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,
1069,1070,toaster in a living room,toaster,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1070,1071,toilet in the mountains,toilet,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,
1071,1072,toothbrush in a restaurant,toothbrush,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1072,1073,traffic light in a living room,traffic light,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/traffic_light.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1073,1074,train in the mountains,train,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/train.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,
1074,1075,truck in a forest,truck,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/truck.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1075,1076,tv on a street at night,tv,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tv.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1076,1077,umbrella in a living room,umbrella,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/umbrella.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1077,1078,vase in the mountains,vase,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/vase.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,
1078,1079,wine glass in the mountains,wine glass,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/wine_glass.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,
1079,1080,zebra in a living room,zebra,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/zebra.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1080,1081,suitcase in a market,suitcase,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1081,1082,surfboard in a market,surfboard,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1082,1083,teddy bear in a market,teddy bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1083,1084,tennis racket in a market,tennis racket,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1084,1085,oven in a market,oven,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/oven.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1085,1086,parking meter in a market,parking meter,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/parking_meter.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1086,1087,carrot in a market,carrot,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/carrot.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1087,1088,cat in a market,cat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,
1088,1089,apple in a living room,apple,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/apple.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1089,1090,backpack in a kitchen,backpack,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/backpack.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/kitchen.jpeg,
1090,1091,banana on a street at night,banana,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/banana.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1091,1092,baseball bat in a kitchen,baseball bat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_bat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/kitchen.jpeg,
1092,1093,baseball glove in a restaurant,baseball glove,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_glove.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1093,1094,bear in a restaurant,bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bear.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1094,1095,bed in a restaurant,bed,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bed.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1095,1096,bench in a living room,bench,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bench.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1096,1097,bicycle in a living room,bicycle,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bicycle.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1097,1098,bird in a restaurant,bird,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bird.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1098,1099,boat in a forest,boat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/boat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1099,1100,book in a forest,book,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/book.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1100,1101,bottle in a forest,bottle,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bottle.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1101,1102,bowl on a street at night,bowl,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bowl.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1102,1103,female chef holding a zebra,"zebra, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/zebra.jpeg,
1103,1104,female doctor holding a wine glass,"wine glass, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/wine_glass.jpeg,
1104,1105,female firefighter holding a vase,"vase, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/vase.jpeg,
1105,1106,female police officer holding an umbrella,"umbrella, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/umbrella.jpeg,
1106,1107,male chef holding a tv,"tv, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tv.jpeg,
1107,1108,male doctor holding a truck,"truck, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/truck.jpeg,
1108,1109,male firefighter holding a train,"train, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/train.jpeg,
1109,1110,male police officer holding a traffic light,"traffic light, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/traffic_light.jpeg,
1110,1111,female chef holding a toothbrush,"toothbrush, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg,
1111,1112,female doctor holding a toilet,"toilet, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg,
1112,1113,female firefighter holding a toaster,"toaster, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg,
1113,1114,female police officer holding a tie,"tie, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg,
1114,1115,male chef holding a tennis racket,"tennis racket, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg,
1115,1116,male doctor holding a teddy bear,"teddy bear, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg,
1116,1117,male firefighter holding a surfboard,"surfboard, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg,
1117,1118,male police officer holding a suitcase,"suitcase, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg,
1118,1119,female chef holding a stop sign,"stop sign, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/stop_sign.jpeg,
1119,1120,female doctor holding a sports ball,"sports ball, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sports_ball.jpeg,
1120,1121,female firefighter holding a spoon,"spoon, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/spoon.jpeg,
1121,1122,female police officer holding a sofa,"sofa, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sofa.jpeg,
1122,1123,male chef holding a snowboard,"snowboard, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/snowboard.jpeg,
1123,1124,male firefighter holding a skateboard,"skateboard, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skateboard.jpeg,
1124,1125,male police officer holding a sink,"sink, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sink.jpeg,
1125,1126,female chef holding a sheep,"sheep, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sheep.jpeg,
1126,1127,female firefighter holding a sandwich,"sandwich, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sandwich.jpeg,
1127,1128,female police officer holding a remote,"remote, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/remote.jpeg,
1128,1129,male chef holding a refrigerator,"refrigerator, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/refrigerator.jpeg,
1129,1130,male doctor holding a potted plant,"potted plant, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/potted_plant.jpeg,
1130,1131,male firefighter holding a pizza,"pizza, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/pizza.jpeg,
1131,1132,male police officer holding a parking meter,"parking meter, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/parking_meter.jpeg,
1132,1133,female chef holding an oven,"oven, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/oven.jpeg,
1133,1134,female doctor holding an orange,"orange, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/orange.jpeg,
1134,1135,female firefighter holding a mouse,"mouse, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/mouse.jpeg,
1135,1136,female police officer holding a motorcycle,"motorcycle, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/motorcycle.jpeg,
1136,1137,male chef holding a microwave,"microwave, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/microwave.jpeg,
1137,1138,male doctor holding a laptop,"laptop, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/laptop.jpeg,
1138,1139,male firefighter holding a knife,"knife, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/knife.jpeg,
1139,1140,male police officer holding a kite,"kite, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/kite.jpeg,
1140,1141,female chef holding a keyboard,"keyboard, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/keyboard.jpeg,
1141,1142,female doctor standing next to a hot dog,"hot dog, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/hot_dog.jpeg,
1142,1143,female firefighter standing next to a horse,"horse, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/horse.jpeg,
1143,1144,female police officer standing next to a handbag,"handbag, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/handbag.jpeg,
1144,1145,male chef standing next to a hair drier,"hair drier, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/hair_drier.jpeg,
1145,1146,male doctor standing next to a giraffe,"giraffe, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/giraffe.jpeg,
1146,1147,male firefighter standing next to a frisbee,"frisbee, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/frisbee.jpeg,
1147,1148,male police officer standing next to a fork,"fork, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/fork.jpeg,
1148,1149,female chef standing next to a fire hydrant,"fire hydrant, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/fire_hydrant.jpeg,
1149,1150,female doctor standing next to an elephant,"elephant, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/elephant.jpeg,
1150,1151,female firefighter standing next to a donut,"donut, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/donut.jpeg,
1151,1152,female police officer standing next to a dog,"dog, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/dog.jpeg,
1152,1153,male chef standing next to a dining table,"dining table, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/dining_table.jpeg,
1153,1154,male doctor standing next to a cup,"cup, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cup.jpeg,
1154,1155,male firefighter standing next to a cow,"cow, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cow.jpeg,
1155,1156,male police officer standing next to a clock,"clock, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/clock.jpeg,
1156,1157,female chef standing next to a chair,"chair, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/chair.jpeg,
1157,1158,female doctor standing next to a cell phone,"cell phone, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cell_phone.jpeg,
1158,1159,female firefighter standing next to a cat,"cat, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cat.jpeg,
1159,1160,female police officer standing next to a carrot,"carrot, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/carrot.jpeg,
1160,1161,male chef standing next to a car,"car, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/car.jpeg,
1161,1162,male doctor standing next to a cake,"cake, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cake.jpeg,
1162,1163,male firefighter standing next to a bus,"bus, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bus.jpeg,
1163,1164,male police officer standing next to a broccoli,"broccoli, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/broccoli.jpeg,
1164,1165,female chef standing next to a bowl,"bowl, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bowl.jpeg,
1165,1166,female doctor standing next to a bottle,"bottle, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bottle.jpeg,
1166,1167,female firefighter standing next to a book,"book, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/book.jpeg,
1167,1168,female police officer standing next to a boat,"boat, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/boat.jpeg,
1168,1169,male chef standing next to a bird,"bird, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bird.jpeg,
1169,1170,male doctor standing next to a bicycle,"bicycle, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bicycle.jpeg,
